2015/09/09, 6.647637040518479
2015/09/05, 6.057201429772919
2015/09/08, 5.649929037005888
2015/09/08, 5.205845248107654
2015/09/17, 7.215285336169792
2015/09/19, 7.73817283431455
2015/09/21, 6.665948275862069
2015/09/24, 6.211364592094196
2015/09/29, 5.685958088029157
2015/10/01, 5.175524696077684
2015/10/07, 4.763614381833474
2015/10/13, 4.223178616484443
2015/10/16, 3.985386879730868
2015/10/30, 4.241913723016541
2015/11/16, 4.0993234552021
2015/11/29, 4.653797834314551
2015/12/13, 5.454291289949538
2015/12/15, 4.986706265769554
2015/12/15, 5.956896551724139
2015/12/15, 6.631360386879731
2015/12/15, 6.354657275021026
2015/12/25, 4.475381973647323
2016/01/03, 4.166973296888141
2016/01/17, 4.159898501414482
2016/01/31, 3.8170591533501543
2016/02/17, 3.6646628182582788
2016/03/01, 3.952960733809924
2016/03/10, 4.494772153834392
2016/03/19, 4.913495234090272
2016/03/25, 5.291865777200092
2016/04/10, 5.049750554323724
2016/04/26, 4.9444147106047875
2016/05/10, 4.494117080179423
2016/05/19, 3.914769939725261
2016/05/20, 3.559689784563627
2016/05/17, 3.2763351555929354
2016/06/04, 3.9994382096299432
2016/06/21, 3.8140196115910996
2016/07/03, 3.591084945332213
2016/07/18, 4.029286892669987
2016/08/04, 4.0905917087188115
2016/08/14, 3.9108898880766
2016/08/31, 4.229074279379159
2016/09/16, 4.023119122257054
2016/09/30, 3.5844818028901315
2016/10/09, 3.2873403929964056
2016/10/25, 3.148988837067055
2016/11/11, 3.2511803272421425
2016/11/26, 3.1539472407323537
2016/12/13, 3.3000005533176946
2016/12/29, 3.3939339781328854
2017/01/13, 3.3827594293847447
2017/01/30, 3.395951604990188
2017/02/08, 3.808988645920941
2017/02/16, 4.21178033488799
2017/03/04, 4.086006193134033
2017/03/19, 3.8842838196286493
2017/04/05, 3.741699480082577
2017/04/21, 3.681956762749447
2017/05/08, 3.3800988225399493
2017/05/03, 2.9996320437342305
2017/05/05, 2.7921047098402028
2017/05/24, 3.429098331931595
2017/06/08, 3.6408382933298853
2017/06/25, 3.477573782399265
2017/07/10, 3.8736413922494677
2017/07/26, 4.350594295750259
2017/08/03, 4.592980796187273
2017/08/15, 4.400441547518923
2017/08/23, 4.981023969722456
2017/09/07, 4.837978343145501
2017/09/23, 4.598535820781407
2017/10/09, 4.372142365624285
2017/10/25, 3.9948199403624116
2017/11/10, 4.0318643555508835
2017/11/26, 4.10520920941968
2017/12/08, 4.4066179562657695
2017/12/24, 4.448617535744324
2018/01/07, 4.821672624053829
2018/01/17, 5.107331528595459
2018/01/31, 5.15705161900757
2018/02/14, 5.314359998706088
2018/02/26, 5.50148934679002
2018/03/14, 5.3126971194280905
2018/03/13, 5.028788197364733
2018/03/30, 5.388856990360356
2018/04/07, 5.187316021867115
2018/04/18, 5.723428301093357
2018/04/29, 6.121189024390244
2018/05/02, 6.575155067283433
2018/05/12, 5.447685963928604
2018/05/07, 4.892083683767874
2018/05/18, 5.809898023549202
2018/05/26, 6.03348402018503
2018/06/01, 6.553537636669471
2018/06/04, 6.973780487804877
2018/06/07, 7.378458788898236
2018/06/14, 7.8318483669750485
2018/06/16, 8.165804916278004
2018/06/28, 7.649397252593216
2018/06/26, 6.9547571488645925
2018/06/26, 6.665948275862069
2018/07/07, 8.315161709610827
2018/07/11, 8.697986753574433
2018/07/21, 8.284661480235492
2018/07/26, 8.730216377398884
2018/08/01, 12.378714606111577
2018/08/02, 11.86566091954023
2018/08/02, 11.48519414073451
2018/08/03, 11.061754530162856
2018/08/03, 10.666170667011707
2018/08/02, 10.346676128399215
2018/07/29, 10.04691442388562
2018/07/29, 9.666447645079899
2018/07/29, 9.28598086627418
2018/07/31, 12.718828847771237
2018/08/20, 10.444009995471308
2018/08/19, 10.006340169502492
2018/08/17, 9.547551776703113
2018/08/17, 9.19086417157275
2018/09/01, 10.821106672273618
2018/09/17, 10.910376366694702
2018/09/19, 10.68851976450799
2018/09/24, 11.439076955424726
2018/10/06, 11.05454101320932
2018/10/03, 11.594722455845249
2018/10/16, 10.913773391505467
2018/10/19, 10.564003364171572
2018/10/29, 10.140589956546117
2018/11/01, 9.803069806560135
2018/11/04, 9.457685029436501
2018/11/11, 9.97485632183908
2018/11/14, 9.409920801794224
2018/11/18, 8.899028858284273
2018/11/20, 8.416095458368378
2018/11/22, 7.990170311185871
2018/11/29, 7.40329918189464
2018/12/09, 7.272677495093918
2018/12/23, 7.34233366040557
2018/12/23, 6.947972601410363
2018/12/19, 6.64577200728904
2019/01/08, 7.147584629941127
2019/01/23, 7.260118797308664
2019/02/02, 7.535833683767871
2019/02/12, 7.083885267731988
2019/02/19, 6.899992991309224
2019/02/28, 6.9556218460891515
2019/03/07, 6.591831370899916
2019/03/23, 6.308540089711244
2019/03/26, 6.0520132464255685
2019/04/07, 6.773170731707319
2019/04/17, 7.036981994036243
2019/04/28, 6.511538057190917
2019/05/08, 6.149600504625736
2019/05/07, 5.690075693860386
2019/05/05, 5.302197224558453
2019/05/22, 6.678438346883468
2019/05/20, 6.205929352396971
2019/06/04, 7.091571465283618
2019/06/18, 7.488936575471232
2019/06/26, 6.9325632534342585
2019/06/24, 6.3416868166526505
2019/07/04, 7.525704373423045
2019/07/10, 8.052706449747687
2019/07/17, 8.620164003364172
2019/07/13, 7.478763666947014
2019/07/25, 9.009277754415475
2019/07/28, 9.363803616484441
2019/08/03, 10.016650021026072
2019/07/30, 9.605918839360807
2019/08/12, 10.490380571909169
2019/08/15, 10.877984534155686
2019/08/18, 11.162373843566021
2019/08/19, 9.90183744509859
2019/08/26, 10.454894296200015
2019/09/05, 11.059433697785254
2019/09/04, 10.591673675357443
2019/09/17, 11.674820725067505
2019/09/21, 11.439076955424726
2019/09/29, 11.96308347350715
2019/10/02, 12.830453398577873
2019/09/28, 12.407537846930193
2019/10/08, 13.338384409167368
2019/10/14, 13.749547939444913
2019/10/19, 13.119471895149985
2019/10/22, 12.623712153069807
2019/10/31, 12.032532313753265
2019/11/02, 11.594722455845249
2019/11/07, 11.053325915802262
2019/11/13, 12.289140842336804
2019/11/15, 11.736532800672833
2019/11/19, 11.154962153069807
2019/11/27, 10.726566442388561
2019/11/28, 10.300147182506308
2019/11/28, 10.033943965517242
2019/12/11, 10.99174025791982
2019/12/22, 10.393169269024026
2019/12/16, 9.904857022708159
2019/12/17, 9.640506728343146
2020/01/04, 10.255967694058283
2020/01/09, 9.83419890664424
2020/01/21, 9.489472946453603
2020/02/01, 9.162040930754136
2020/02/07, 9.515990328006728
2020/02/13, 8.990254415475189
2020/02/20, 8.668901483293832
2020/02/29, 8.312331791421364
2020/03/10, 7.7987016400336415
2020/03/20, 7.416793699186991
2020/03/29, 7.925935660218672
2020/04/01, 7.431822960470985
2020/04/13, 8.034640454163162
2020/04/17, 7.790054667788057
2020/04/30, 7.851038577309547
2020/05/17, 8.113698486122791
2020/05/21, 8.545223577235772
2020/05/23, 7.500998738435662
2020/05/22, 6.981562762825904
2020/05/28, 8.06243429352397
2020/06/07, 8.525047308662742
2020/06/04, 9.080182926829268
2020/06/21, 8.261314655172415
2020/06/26, 7.676118092316825
2020/06/21, 7.230883795906925
2020/07/06, 8.199344687412392
2020/07/11, 8.736033431455006
2020/07/17, 9.229295159330903
2020/07/23, 9.750035043453884
2020/07/28, 10.312808820437342
2020/08/02, 10.897701301788132
2020/08/13, 10.436028174936922
2020/08/18, 11.077633515559294
2020/08/11, 10.038267451640033
2020/08/26, 11.330372161480234
2020/09/03, 10.827500191146113
2020/09/08, 10.603779436501263
2020/09/18, 11.193502943650126
2020/09/22, 11.546831532638935
2020/10/01, 11.841161164844408
2020/10/10, 11.553216989066442
2020/10/15, 12.101435029436502
2020/10/24, 12.438282637136716
2020/11/01, 11.821901999388333
2020/11/13, 11.461312026913376
2020/11/18, 10.964574353448276
2020/11/18, 11.784955845248108
2020/11/25, 10.338916025101895
2020/12/01, 9.7725695771848
2020/12/10, 9.347950834034203
2020/12/09, 8.85766750770956
2020/12/20, 9.829409814323608
2021/01/04, 9.522907905803198
2021/01/15, 9.505998271189608
2021/01/20, 9.193334735071488
2021/01/30, 8.786731995042276
2021/02/12, 8.35960190636389
2021/02/24, 7.932729709840203
2021/03/08, 7.615080641171524
2021/03/23, 7.5605168590870875
2021/04/04, 8.02871110176619
2021/04/09, 7.633391876515116
2021/04/24, 7.932729709840203
2021/05/05, 8.328827553859094
2021/05/06, 7.932729709840203
2021/05/14, 8.912239510326138
2021/05/25, 9.390705307915148
2021/06/08, 9.268110456966639
2021/06/18, 8.800515138772077
2021/06/23, 8.197697645079899
2021/06/24, 7.857789283711803
2021/06/20, 7.490869428090834
2021/06/21, 7.032964208952434
2021/06/19, 6.769711942809083
2021/07/10, 8.072162137300253
2021/07/18, 8.390401597981496
2021/07/25, 7.799278104850014
2021/08/01, 8.131217027295666
2021/08/03, 7.539292472666107
2021/08/12, 8.394012421556576
2021/08/22, 8.794675625047788
2021/09/07, 8.597105410709279
2021/09/18, 8.206344617325483
2021/09/24, 7.85346579758901
2021/10/09, 7.771850515692089
2021/10/19, 7.602291841883936
2021/10/29, 8.151655325330683
2021/11/07, 8.373725294365013
2021/11/22, 8.176697855340624
2021/11/26, 7.795819315951782
2021/12/07, 8.355566652649285
2021/12/11, 9.484861227922623
2021/12/11, 8.9401019764508
2021/12/08, 8.706633725820017
2021/12/12, 10.084384636949817
2021/12/16, 10.811173740053052
2021/12/22, 11.349724908887021
2021/12/23, 11.868955004205214
2021/12/26, 12.710181875525652
2021/12/25, 12.28648023549201
2022/01/01, 13.703673476163075
2021/12/27, 13.14541281188674
2022/01/10, 14.1119521540043
2022/01/12, 14.612515769554246
2022/01/18, 13.573643818334736
2022/01/19, 13.091225119147744
2022/01/14, 12.586241940005607
2022/01/15, 12.23113961312027
2022/02/01, 13.412027789458929
2022/01/30, 12.874474348191757
2022/02/11, 13.94274905512465
2022/02/12, 14.430929352396973
2022/02/15, 15.332685029436501
2022/02/19, 14.731843986543314
2022/02/13, 15.624211522287636
2022/02/23, 14.006562560652132
2022/02/25, 13.362163582842726
2022/02/27, 12.969591042893187
2022/02/26, 12.545889402859546
2022/03/02, 12.162540299971965
2022/03/03, 11.690703847771237
2022/03/08, 11.024022287636669
2022/03/10, 10.5155803195963
2022/03/09, 10.276059188393608
2022/03/27, 10.555265371165508
2022/03/30, 10.167972035323801
2022/04/03, 10.989434398654332
2022/03/29, 11.456370899915896
2022/04/10, 9.801238683025774
2022/04/13, 9.22977554667788
2022/04/15, 10.379822855340622
2022/04/15, 8.618928721614802
2022/04/20, 10.84367115222876
2022/04/17, 8.040816862910008
2022/04/17, 7.547939444911691
2022/04/27, 9.784622932436221
2022/04/18, 7.323118166526493
2022/04/26, 9.269473010168973
2022/04/28, 10.327941021867115
2022/04/29, 11.71145658116064
2022/04/29, 11.254608214185591
2022/05/01, 10.810730305578918
2022/04/30, 8.886490748528175
